event_id,event_name,date,year,country,state,city
1359,Primer Torneo de Esgrima Historica de Santurtzi,November 4,2018,Spain,-,Santurtzi
1356,Swordfish 2018,November 2,2018,Sweden,-,Gothenburg
1357,Tempest 2018,November 2,2018,Ireland,-,Feakle
1362,Swiss Gathering 2018,October 27,2018,Switzerland,-,Urtenen-Schönbühl
1351,Tyrnhaw 2018,October 27,2018,Slovakia,-,Trnava
1374,Arizona HEMA League 2018 Event 3,October 27,2018,United States,Arizona,Phoenix
1354,Wessex League 2018: Cardiff Chapter,October 27,2018,United Kingdom,-,Cardiff
1490,Ascent Saber Tournament 2018,October 24,2018,Russia,-,Saint Petersburg
1361,Falcons Cup 2018,October 21,2018,Poland,-,Poznan
1369,Johann Georg Pascha Turnier 2018,October 21,2018,Germany,-,Leipzig
1350,Prima Spada HEMA Sabre Tournament,October 21,2018,Australia,Queensland,Brisbane
1352,Salzburger Landesmeisterschaft 2018,October 20,2018,Austria,Salzburg,Salzburg
1349,Heffac 2018,October 20,2018,Belgium,-,Antwerp
1409,Pfälzer Fehde 2018,October 20,2018,Germany,Rheinland-Pfalz,Neustadt an der Weinstraße
1378,5. offenes Fechtturnier in Kassel,October 17,2018,Germany,-,Kassel
1394,Autumn Ural Cup 2018,October 13,2018,Russia,-,Ekaterinburg
1347,Lone Star Open 2018,October 13,2018,United States,Texas,Houston
1353,Steel City Open 2018,October 12,2018,United States,Pennsylvania,Pittsburgh
1355,2º Torneo Vila de Redondela 2018,October 6,2018,Spain,Galicia,Redondela
1424,Krump Pow 2018,October 5,2018,United States,Wisconsin,Appleton
1365,TaurHEMAchia VI Edition,October 5,2018,Italy,-,Turin
1348,W3 2018,September 29,2018,Poland,-,Warsaw
1341,8. Dresdner Fechtschul,September 29,2018,Germany,Saxony,Dresden
1340,Wessex League 2018: Taunton Chapter,September 29,2018,United Kingdom,-,Taunton
1345,Iron Gate Exhibition 2018,September 28,2018,United States,Massachusetts,Boston
1342,Sword & Buckler Open 2018,September 23,2018,Australia,Victoria,Melbourne
1337,Duels at High Noon 2018,September 22,2018,United States,Arizona,Tucson
1338,Five Rings Fencing Annual KC Sword Tournament 2018,September 22,2018,United States,Kansas,Olathe
1335,Edgebana 2018,September 22,2018,United Kingdom,-,Dundee
1334,Mid Atlantic Rookie Tournament: Fighty McFightface,September 15,2018,United States,Pennsylvania,Kutztown
1418,Geselle Fechten 2018,September 15,2018,United States,Oklahoma,Oklahoma City
1344,Nordschlag 2018,September 15,2018,Canada,Alberta,Edmonton
1328,Tremonia Fechtschule 2018,September 9,2018,Germany,-,Dortmund
1358,The Battle of Buffalo 2018,September 8,2018,United States,Missouri,Buffalo
1327,Wessex League 2018: London Chapter,September 8,2018,United Kingdom,-,London
1323,Battle of the Bridge 2018,September 7,2018,Sweden,-,Örebro
1346,Swordplay Australia 2018,September 6,2018,Australia,Queensland,Brisbane
1333,The Horned Crown 2018,September 1,2018,Ireland,-,Wexford
1325,Clash of Claymores,September 1,2018,United States,Pennsylvania,Carlisle
1320,Dutch Lions Cup 2018,August 25,2018,Netherlands,-,Utrecht
1313,1st HERA Event,August 25,2018,Australia,South Australia,Adelaide
1435,NeCro 2018,August 25,2018,Croatia,-,Zagreb
1314,FightCamp 2018,August 15,2018,United Kingdom,-,Coventry
1332,Helsinki Bolognese Open 2018,August 10,2018,Finland,-,Helsinki
1322,II. Bicornio HEMA Gathering,August 10,2018,Hungary,-,Debrecen
1317,Points North 2018,August 4,2018,Canada,Ontario,Ottawa
1324,Combat Con 2018,August 2,2018,United States,Nevada,Las Vegas
1315,Cornhusker State Games 2018,July 28,2018,United States,Nebraska,Omaha
1312,Sword Fight IV,July 28,2018,Australia,Queensland,Gold Coast
1319,Dutch Lions Cub #2 2018,July 28,2018,Netherlands,-,Nieuwegein
1310,QuadroHEMiA 5,July 22,2018,United Kingdom,-,Lincoln
1321,Clash of the Towers,July 14,2018,Ireland,-,Dublin
1384,Festival of the Sword '18,July 13,2018,Australia,Victoria,Doncaster
1304,Albion Cup 2018,July 7,2018,United Kingdom,-,Dorking
1326,Lord Baltimore's Challenge,July 7,2018,United States,Maryland,Baltimore
1302,Swedish Championships 2018,July 6,2018,Sweden,-,Stockholm
1336,II Torneo del Hierro,June 30,2018,Spain,Cantabria,Santander
1305,Wrathpoint 2018,June 30,2018,United States,West Virginia,Shepherdstown
1306,Treffen Historischer Fechter Deutschlands 2018,June 30,2018,Germany,-,Nordhausen
1294,Paris HEMA Open 2018,June 23,2018,France,-,Paris
1295,La Curée de Mélusine II,June 23,2018,France,-,Poitiers
1299,Black Horns Cup 2018,June 23,2018,Poland,-,Poznan
1307,All's Faire HEMA Tournament,June 23,2018,United States,Washington,Olympia
1343,Fecht Yeah 2018,June 20,2018,United States,New York,New York
1316,Villeneuve Hema Tournament 2018,June 18,2018,France,-,Villeneuve-Loubet
1382,"I Torneo Master ""Memorial Achille Marozzo"" 2018",June 17,2018,Italy,-,Firenze
1303,Boar's Tooth 2018,June 16,2018,United States,Massachusetts,Boston
1297,Torneo 100Tolos HEMA,June 16,2018,Spain,Galicia,Coruña
1309,World Broadsword Championship 2018,June 11,2018,Australia,New South Wales,Sydney
1285,Arizona HEMA League 2018 Event 2,June 10,2018,United States,Arizona,Tucson
1417,Baton Rouge Open 2018,June 9,2018,United States,Louisana,Baton Rouge
1288,MUTINÆNIS - Torneo Nazionale delle Discipline HEMA,June 9,2018,Italy,-,Modena
1286,HEMAC Hemathlon 2018,June 8,2018,Greece,-,Athens
1284,Sidesword Open 2018,June 3,2018,Australia,Victoria,Preston
1318,Dutch Lions Cub #1 2018,June 3,2018,Netherlands,-,Nieuwegein
1282,Oslo Penguin Cup 2018,June 2,2018,Norway,-,Oslo
1296,OPEN AMHE Toulouse 4,June 2,2018,France,-,Toulouse
1283,Žilinský Kumšt I.,June 2,2018,Slovakia,-,Žilina
1281,ÖFHF Austrian Championships 2018,May 26,2018,Austria,Styria,Graz
1614,Anvil 2018,May 26,2018,Canada,Alberta,Calgary
1300,Trofeo ARA 2018,May 26,2018,Italy,-,Rome
1298,The May Melee 2018,May 25,2018,United Kingdom,-,Newnham
1329,Level One Dueling Sabre and Longsword 2018,May 19,2018,Russia,-,Saint Petersburg
1277,Victoria Highland Games Open 2018,May 19,2018,Canada,British Columbia,Victoria
1278,Montréal Sword Meisters 2018,May 18,2018,Canada,Québec,Montréal
1280,Athens HEMA Open 2018,May 13,2018,Greece,-,Athens
1276,Torneo Pontevedra,May 12,2018,Spain,Galicia,Pontevedra
1272,Capoferro Open 2018,May 6,2018,Australia,Victoria,Melbourne
1274,Fior di Szatmár 2018,May 3,2018,Romania,-,Ardud
1393,Big Moscow Tournament,April 29,2018,Russia,-,Moscow
1339,Icebreaker Open 2018,April 28,2018,United States,Minnesota,Minneapolis
1269,Scherma Medievale nella Città Ideale 2018,April 28,2018,Italy,-,Urbino
1271,Blademasters Cup 2018,April 28,2018,Ireland,Cork,Cork
1275,Frühlingsfechten 2018,April 28,2018,Germany,-,Dortmund
1270,Study in Steel 2018,April 27,2018,United States,South Carolina,Greenville
1268,Broken Point 2018,April 21,2018,United States,Pennsylvania,Pittsburgh
1263,Bratislavský Fecht 4,April 14,2018,Slovakia,-,Bratislava
1279,Torneo Abierto 2018,April 14,2018,Chile,-,Santiago
1264,Swordtrip - the Gathering 2018,April 13,2018,Germany,Bavaria,Munich
1260,1º Torneio Sul-brasileiro de Artes Marciais Históricas Europeias,April 8,2018,Brazil,Parana,Curitiba
1259,Fiore Open 2018,April 8,2018,Australia,Victoria,Melbourne
1257,Purpleheart Open 2018,April 8,2018,United States,Texas,Houston
1397,Spring Open Duel Fencing Championship of the Ural Federal District 2018,April 7,2018,Russia,-,Chelyabinsk
1391,Spring Golden Forests Championship 2018,March 31,2018,Russia,-,Moscow
1273,Montpellier Hema Tournament 2018,March 31,2018,France,-,Montpellier
1262,Schwertkampf 2018,March 29,2018,Mexico,México,Atizapan de Zaragoza
1249,Prima Spada HEMA Rapier Tournament,March 25,2018,Australia,Queensland,Brisbane
1246,Arizona HEMA League 2018 Event 1,March 24,2018,United States,Arizona,Phoenix
1248,FlowerPoint 2018,March 23,2018,United States,Pennsylvania,Kutztown
1244,Vasaslaget 2018,March 18,2018,Sweden,-,Uppsala
1243,VII. Budapesti MHS párnázott kard és feder torna,March 11,2018,Hungary,-,Budapest
1245,Axel Pettersson Challenge Tournament 2018,March 10,2018,Australia,South Australia,Adelaide
1265,AIMA Roma 2018,March 9,2018,Italy,-,Rome
1240,Durchschlag 2018,March 3,2018,Poland,-,Lódz
1261,Arnold Fencing Classic 2018,March 2,2018,United States,Ohio,Columbus
1239,English Sidesword Open 2018,February 24,2018,United Kingdom,-,Godalming
1237,VXT 2018 - Clermont-Ferrand,February 24,2018,France,-,Clermont-Ferrand
1230,QuadroHEMiA 4.5,February 18,2018,United Kingdom,-,Lincoln
1233,Ram Point 2018,February 17,2018,United States,Virginia,Richmond
1231,Trenciansky Vorschlag 2018,February 17,2018,Slovakia,-,Trencín
1232,SoCal Swordfight 2018,February 16,2018,United States,California,Huntington Beach
1238,Féile na Gaiscígh 2018,February 16,2018,Ireland,-,Dublin
1436,HEMAtom 2018,February 14,2018,Croatia,-,Zagreb
1308,Hema Ianua 2018,February 11,2018,Italy,-,Genova
1253,CAMO VI,February 10,2018,Chile,-,Santiago
1241,Queen's Gambit 2018,February 9,2018,United States,North Carolina,Charlotte
1251,Encuentro de Artes Marciales Europeas 2018,February 3,2018,Mexico,-,Toluca
1256,Blade Master 2018,February 1,2018,Russia,-,Chelyabinsk
1415,Silicon Valley Sword Fight 2018,January 27,2018,United States,California,Santa Clara
1226,Australia Day Tournament 2018,January 26,2018,Australia,South Australia,Adelaide
1225,VII Torneo de Naron 2018,January 20,2018,Spain,Galicia,Naron
1224,Helsinki Longsword Open 2018,January 19,2018,Finland,-,Helsinki
1223,The Quickening 2018,January 13,2018,Ireland,Co Clare,Feakle
1227,DC HEMA Open 2018,January 12,2018,United States,DC,Washington
1228,Clash of Steel 2018,January 7,2018,Taiwan,-,New Taipei City
1204,WinterFecht 2017,December 16,2017,Slovakia,-,Bratislava
1210,Swordplay Serbia 2017,December 16,2017,Serbia,-,Belgrade
1211,Brisia 2017 - HEMA Pro Challenge,December 16,2017,Italy,Brescia,Brescia
1203,The IHA Christmas Cup,December 15,2017,United Kingdom,-,Dundee
1198,HVN Singlestick Charity Tournament 2017,December 10,2017,Netherlands,-,Oestgeest
1200,Wessex League: London Chapter 2017,December 9,2017,United Kingdom,-,London
1199,Falcons Cup 2017,December 8,2017,Poland,-,Oborniki
1196,Pardubický-mec 2017,December 2,2017,Czech Republic,-,Pardubice
1201,Tasmanian Swordplay Symposium 2017,December 2,2017,Australia,Tasmania,Hobart
1197,Long Island Point 2017,December 1,2017,United States,New York,New York
1194,Wessex League: Bath Chapter 2017,November 25,2017,United Kingdom,-,Bath
1191,Helsinki Bolognese Open 2017,November 25,2017,Finland,-,Helsinki
1188,"Niederösterreichische Landesmeisterschaft ""Langes Schwert"" 2017",November 19,2017,Austria,Niederösterreich,Bad Vöslau
1192,I Torneo Vila de Redondela 2017,November 19,2017,Spain,Galicia,Pontevedra
1187,Broadwater Bucklerthon 2017,November 18,2017,United Kingdom,-,Godalming
1406,Blue Box Longsword Open 2017,November 18,2017,United States,Ohio,Columbus
1193,Ligowy Turniej Szabli i Rapiera 2017,November 18,2017,Poland,-,Wieliczka
1368,Johann Georg Pascha Turnier 2017,November 12,2017,Germany,-,Leipzig
183,HEMA tournament Prague,November 11,2017,Czech Republic,-,Prague
184,Rose City Classic: 2017,November 11,2017,United States,Oregon,Oak Grove
1183,Duels at High Noon 2017,November 11,2017,United States,Arizona,Tucson
1185,SERFO 2017,November 10,2017,United States,Georgia,Atlanta
182,Tempest Longsword Open Tournament 2017,November 5,2017,Ireland,-,Feakle
178,4. offenes Fechtturnier in Kassel,November 4,2017,Germany,-,Kassel
176,Swordfish 2017,November 3,2017,Sweden,-,Gothenburg
173,Wessex League: Reading Chapter 2017,October 28,2017,United Kingdom,-,Reading
1189,Salzburger Landesmeisterschaft 2017,October 28,2017,Austria,Salzburg,Salzburg
1612,Anvil 2017,October 28,2017,Canada,Alberta,Calgary
1184,War in the West 2017,October 28,2017,Australia,Western Australia,Perth
174,Longpoint South 2017,October 27,2017,United States,Florida,Orlando
1331,Ascent Sabre Tournament 2017,October 25,2017,Russia,-,Saint Petersburg
172,QuadroHEMiA 4,October 22,2017,United Kingdom,-,Lincoln
171,Tyrnhaw 2017,October 21,2017,Slovakia,-,Trnava
1254,FechtsChile 2017,October 15,2017,Chile,-,Santiago
1195,Galway Longsword Open - 26 Commandments 2017,October 14,2017,Ireland,-,Galway
169,HEFFAC 2017,October 14,2017,Netherlands,-,Oegstgeest
170,Optimus Bucharest HEMA Open Longsword Tournament 2017,October 13,2017,Romania,-,Mogosoaia
1258,1º Torneio Regional de Esgrima Histórica Riversouth,October 8,2017,Brazil,Parana,Curitiba
168,Edgebana 2017,October 7,2017,United Kingdom,-,Dundee
1206,W3 2017,October 1,2017,Poland,-,Warsaw
1208,TaurHEMAchia 2017,September 29,2017,Italy,-,Turin
177,Iron Gate Exhibition 2017,September 29,2017,United States,Massachusetts,Danvers
166,World Broadsword Championship 2017,September 24,2017,Australia,New South Wales,Sydney
179,Torneo di bara 2017,September 23,2017,Austria,Vienna,Vienna
175,Sandstorm 2017,September 23,2017,United States,Arizona,Phoenix
163,Swiss Gathering 2017,September 23,2017,Switzerland,-,Schönbühl
160,Wessex League: Bristol Chapter 2017,September 16,2017,United Kingdom,-,Bristol
161,PGF Salut birthday tournament 2017,September 16,2017,Poland,-,Poznan
162,Swordplay Australia 2017,September 9,2017,Australia,Queensland,Brisbane
1267,Krump Pow 2017,September 9,2017,United States,Wisconsin,Appleton
159,Battle of the Bridge 2017,September 8,2017,Sweden,-,Örebro
158,Dutch Lions Cup 2017,August 25,2017,Netherlands,-,Utrecht
155,Belfast Bladeworks 2017,August 19,2017,United Kingdom,-,Belfast
1242,VI Budapest MHS nylon és feder Kardvívó torna,August 12,2017,Hungary,-,Budapest
164,FightCamp 2017,August 11,2017,United Kingdom,-,Coventry
152,Combat Con 2017,August 10,2017,United States,Nevada,Las Vegas
151,Simply Synthetic,August 5,2017,Ireland,-,Feakle
157,Dutch Lions Cub #2 2017,July 29,2017,Netherlands,-,Nieuwegein
149,Sword Fight III,July 29,2017,Australia,Queensland,Burleigh Heads
150,Fairfax Mini Renaissance Faire 2017,July 29,2017,United States,Vermont,Fairfax
148,Astolat HEMA Open 2017,July 22,2017,United Kingdom,-,Guildford
153,400 Years Tournament,July 15,2017,Australia,Victoria,Melbourne
144,Longpoint 2017,July 6,2017,United States,Maryland,Baltimore
139,Swedish Championships (finals) 2017,July 1,2017,Sweden,-,Borås
146,Féile na Gaiscígh 2017,June 30,2017,Ireland,-,Dublin
138,International Lowlands HEMA Gathering 2017,June 24,2017,Netherlands,-,Amsterdam
136,Red Dragon Tourney 2017,June 24,2017,United Kingdom,-,Conwy
156,Villeneuve Hema Tournament 2017,June 17,2017,France,-,Villeneuve-Loubet
1209,Fecht Yeah 2017,June 17,2017,United States,New York,New York
142,HEMAC HEMAthlon 2017,June 9,2017,Greece,-,Athens
129,Sweden Open 2017,June 9,2017,Sweden,-,Kristinehamn
